date,main_1,main_2,main_3,main_4,main_5,joker,noroc_plus
2006-06-01,23,27,28,35,37,3,
2006-06-15,3,12,24,29,38,9,
2006-06-29,3,6,28,42,45,9,
2006-07-13,2,11,17,23,37,12,
2006-07-27,19,29,30,32,34,12,
2006-08-10,4,5,27,32,39,10,
2006-08-24,2,7,27,36,40,3,
2006-09-07,2,9,12,26,44,10,
2006-09-21,13,25,35,41,44,1,
2006-10-05,3,7,8,41,43,20,
2006-10-19,15,16,17,19,33,5,
2006-11-02,1,10,27,29,45,3,
2006-11-16,1,8,17,27,31,16,
2006-11-30,10,25,28,39,42,10,
2006-12-14,2,3,29,38,44,18,
2006-12-28,5,16,29,36,40,19,
2007-01-04,2,3,39,41,43,13,
2007-01-18,7,23,31,39,42,4,
2007-02-01,6,11,13,31,36,9,
2007-02-15,3,12,19,24,32,19,
2007-03-01,2,7,16,28,33,20,
2007-03-15,9,12,22,24,34,6,
2007-03-29,4,14,28,31,34,20,
2007-04-12,13,31,32,37,38,9,
2007-04-26,4,12,14,17,35,11,
2007-05-10,8,10,18,22,44,1,
2007-05-24,11,27,35,40,45,18,
2007-06-07,2,5,10,18,42,17,
2007-06-21,2,6,19,29,42,8,
2007-07-05,10,14,17,20,28,18,
2007-07-19,8,22,23,37,42,3,
2007-08-02,3,5,12,28,36,8,
2007-08-16,31,34,37,44,45,7,
2007-08-30,13,20,22,34,44,20,
2007-09-13,5,25,26,29,40,3,
2007-09-27,3,13,19,20,39,17,
2007-10-11,11,13,17,25,44,3,
2007-10-25,12,23,35,38,40,11,
2007-11-08,6,8,10,30,41,12,
2007-11-22,11,21,25,26,40,14,
2007-12-06,6,19,33,34,38,3,
2007-12-20,15,16,29,35,43,15,
2008-01-10,1,16,30,32,33,19,
2008-01-24,5,15,21,40,44,12,
2008-02-07,7,22,23,30,42,14,
2008-02-21,2,22,27,32,41,10,
2008-03-06,7,12,16,22,29,11,
2008-03-20,14,15,17,22,43,12,
2008-04-03,2,13,20,24,28,7,
2008-04-17,9,10,23,26,32,5,
2008-05-01,3,8,18,26,39,11,
2008-05-15,11,16,22,23,25,15,
2008-05-29,3,10,23,35,38,19,
2008-06-12,2,14,27,39,44,15,
2008-06-26,5,11,12,19,27,9,
2008-07-10,6,13,17,37,38,5,
2008-07-24,1,6,11,28,37,9,
2008-08-07,11,13,24,34,43,5,
2008-08-21,7,9,27,31,37,16,
2008-09-04,7,15,19,29,40,1,
2008-09-18,5,7,15,17,34,3,
2008-10-02,5,8,17,25,26,13,
2008-10-16,17,25,28,40,44,8,
2008-10-30,2,28,35,39,45,1,
2008-11-13,10,15,25,36,41,3,
2008-11-27,18,19,20,27,39,17,
2008-12-11,21,29,35,40,42,3,
2008-12-24,33,35,38,41,45,4,
2009-01-15,3,7,23,27,28,17,
2009-01-29,12,13,15,29,44,5,
2009-02-12,20,31,33,40,41,13,
2009-02-26,2,3,5,29,38,3,
2009-03-12,15,16,22,34,39,10,
2009-03-26,2,3,35,40,43,17,
2009-04-09,4,27,36,42,45,11,
2009-04-23,14,22,25,30,37,17,
2009-05-07,6,11,33,40,43,9,
2009-05-21,3,14,20,27,42,1,
2009-06-04,2,5,22,27,35,14,
2009-06-18,5,8,12,25,45,5,
2009-07-02,3,5,6,30,44,19,
2009-07-16,7,16,17,30,42,19,
2009-07-30,1,4,5,11,13,16,
2009-08-13,6,9,22,34,36,14,
2009-08-27,1,6,13,25,40,17,
2009-09-10,4,6,21,29,33,10,
2009-09-24,11,29,33,34,44,13,
2009-10-08,19,20,32,39,45,20,
2009-10-22,3,9,35,41,45,7,
2009-11-05,3,14,25,26,43,10,
2009-11-19,10,13,16,33,45,4,
2009-12-03,14,20,24,29,40,13,
2009-12-17,6,13,15,32,37,9,
2009-12-31,5,10,26,33,45,14,
2010-01-14,8,10,20,23,25,17,
2010-01-28,8,21,30,40,44,10,
2010-02-11,6,13,22,28,43,14,
2010-02-25,5,9,16,24,33,4,
2010-03-11,14,22,26,29,39,4,
2010-03-25,1,2,4,17,24,10,
2010-04-04,29,32,33,40,43,17,
2010-04-11,8,16,18,35,39,18,
2010-04-18,4,7,19,38,41,1,
2010-04-25,5,14,28,37,39,17,
2010-05-02,7,11,18,24,29,3,
2010-05-09,12,13,14,15,43,17,
2010-05-16,5,7,14,26,43,11,
2010-05-23,9,12,18,21,26,20,
2010-05-30,2,5,14,35,41,17,
2010-06-06,10,22,23,26,43,14,
2010-06-13,5,8,20,31,38,13,
2010-06-20,2,7,16,21,37,5,
2010-06-27,3,14,18,21,37,20,
2010-07-04,1,7,11,25,33,9,
2010-07-11,5,9,11,37,44,7,
2010-07-18,3,11,19,37,45,5,
2010-07-25,13,27,33,41,45,13,
2010-08-01,8,16,21,42,44,3,
2010-08-08,6,10,15,26,39,6,
2010-08-15,1,4,16,18,44,11,
2010-08-22,4,16,23,29,44,5,
2010-08-29,8,15,19,22,43,4,
2010-09-05,7,9,16,27,40,5,
2010-09-12,5,13,18,30,35,5,
2010-09-19,2,18,40,44,45,9,
2010-09-26,11,25,34,36,41,16,
2010-10-03,10,14,24,29,30,20,
2010-10-10,5,9,20,23,44,11,
2010-10-17,7,17,20,21,22,16,
2010-10-24,3,7,9,11,41,19,
2010-10-31,12,20,21,27,35,14,
2010-11-07,1,2,12,34,39,19,
2010-11-14,4,20,22,28,31,5,
2010-11-21,16,27,31,34,45,10,
2010-11-28,3,5,19,23,25,14,
2010-12-05,2,5,11,14,25,4,
2010-12-12,7,14,20,38,41,1,
2010-12-19,4,13,18,23,42,13,
2010-12-30,7,28,34,43,45,20,
2011-01-06,9,17,23,33,44,17,
2011-01-13,6,8,17,28,40,4,
2011-01-20,3,13,18,25,34,14,
2011-01-27,2,19,21,30,31,18,
2011-02-03,14,17,22,29,37,7,
2011-02-10,2,11,16,19,20,9,
2011-02-17,3,16,28,35,37,19,
2011-02-24,13,17,20,21,23,5,
2011-03-03,6,23,29,37,43,10,
2011-03-10,2,29,31,33,44,1,
2011-03-17,2,3,30,39,40,20,
2011-03-24,1,9,11,29,44,4,
2011-03-31,11,31,40,44,45,7,
2011-04-07,8,24,26,28,34,10,
2011-04-14,2,8,34,36,43,11,
2011-04-21,3,10,11,18,45,19,
2011-04-28,10,19,21,32,44,8,
2011-05-05,4,12,15,33,39,14,
2011-05-12,6,8,28,30,40,12,
2011-05-19,1,11,20,36,43,2,
2011-05-26,2,9,22,44,45,16,
2011-06-02,5,15,17,20,21,5,
2011-06-09,2,15,16,28,45,9,
2011-06-16,3,7,23,41,44,7,
2011-06-23,2,9,20,30,41,4,
2011-06-30,5,6,12,27,44,16,
2011-07-07,4,25,29,36,45,17,
2011-07-14,9,14,32,34,35,16,
2011-07-21,3,18,23,31,45,3,
2011-07-28,16,28,31,34,44,12,
2011-08-04,4,8,12,25,30,7,
2011-08-11,3,12,16,21,32,10,
2011-08-18,6,7,27,29,30,11,
2011-08-25,11,16,21,23,42,13,
2011-09-01,3,7,12,13,25,12,
2011-09-08,13,17,27,33,39,14,
2011-09-15,7,16,23,39,40,6,
2011-09-22,2,4,13,31,43,2,
2011-09-29,1,23,24,32,38,20,
2011-10-06,1,4,5,12,14,20,
2011-10-13,8,16,24,26,29,3,
2011-10-20,3,4,20,23,31,10,
2011-10-27,8,23,25,33,41,3,
2011-11-03,5,27,36,40,41,8,
2011-11-10,5,8,23,31,34,9,
2011-11-17,17,24,28,35,42,7,
2011-11-24,6,11,16,30,37,20,
2011-12-01,13,20,24,31,32,5,
2011-12-08,1,18,32,33,36,1,
2011-12-15,3,14,20,27,44,10,
2011-12-22,13,19,22,31,44,10,
2011-12-30,9,22,29,38,40,13,
2012-01-08,4,23,26,31,34,6,
2012-01-15,11,17,42,43,45,13,
2012-01-22,10,12,16,18,24,13,
2012-01-29,4,7,20,26,37,7,
2012-02-05,8,9,17,26,30,13,
2012-02-12,7,12,35,37,39,8,
2012-02-19,6,28,33,34,37,14,
2012-02-26,5,13,30,31,40,7,
2012-03-04,5,19,28,29,35,2,
2012-03-11,16,23,32,34,44,18,
2012-03-18,5,26,27,30,36,17,
2012-03-25,11,14,17,26,33,1,
2012-04-01,1,6,13,36,45,13,
2012-04-08,4,5,24,28,30,15,
2012-04-15,13,16,22,24,25,3,
2012-04-22,9,13,21,26,43,13,
2012-04-29,1,2,6,30,31,15,
2012-05-06,6,30,37,44,45,17,
2012-05-13,11,28,34,42,45,10,
2012-05-20,8,25,35,43,45,4,
2012-05-27,14,18,25,33,36,4,
2012-06-03,6,8,13,18,25,2,
